rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
281,Datum,https://coinmarketcap.com/currencies/datum/,DAT,https://www.feixiaohao.com/currencies/datum/,448190.0,https://datum.org/,"https://t.me/datumnetwork , https://t.me/datumnetworkRU",2017-12-16,9
282,Tokenomy,https://coinmarketcap.com/currencies/tokenomy/,TEN,https://www.feixiaohao.com/currencies/tokenomy/,332953.0,https://www.tokenomy.com/,,2018-03-11,1
283,NAGA,https://coinmarketcap.com/currencies/naga/,NGC,https://www.feixiaohao.com/currencies/naga/,1744070.0,https://www.thenagacoin.com/,https://t.me/official_nagacoin,2017-12-24,5
284,YOYOW,https://coinmarketcap.com/currencies/yoyow/,YOYOW,https://www.feixiaohao.com/currencies/yoyow/,2305650.0,https://yoyow.org/,https://t.me/HelloYOYOW,2017-08-20,7
285,Lamden,https://coinmarketcap.com/currencies/lamden/,TAU,https://www.feixiaohao.com/currencies/lamden/,97902.0,https://lamden.io/,https://t.me/lamdenchat,2018-01-05,6
286,Refereum,https://coinmarketcap.com/currencies/refereum/,RFR,https://www.feixiaohao.com/currencies/refereum/,1292030.0,https://refereum.com/,https://t.me/refereumtalk,2018-03-02,6
287,Triggers,https://coinmarketcap.com/currencies/triggers/,TRIG,https://www.feixiaohao.com/currencies/triggers/,4089730.0,https://www.blocksafefoundation.com/,,,1
288,Etherparty,https://coinmarketcap.com/currencies/etherparty/,FUEL,https://www.feixiaohao.com/currencies/etherparty/,640315.0,https://etherparty.com/,https://t.me/etherparty,2017-10-31,5
289,Presearch,https://coinmarketcap.com/currencies/presearch/,PRE,https://www.feixiaohao.com/currencies/presearch/,84714.1,"https://www.presearch.io/ , https://www.presearch.org/",https://t.me/presearch,2017-12-06,2
290,Sentinel Chain,https://coinmarketcap.com/currencies/sentinel-chain/,SENC,https://www.feixiaohao.com/currencies/sentinel-chain/,2293440.0,https://www.sentinel-chain.org/,https://t.me/sentinelchain,2018-04-03,4
291,Melon,https://coinmarketcap.com/currencies/melon/,MLN,https://www.feixiaohao.com/currencies/melon/,372167.0,"https://melonport.com/ , https://ipfs.io/ipns/melon.fund/",,2017-02-15,4
292,TokenCard,https://coinmarketcap.com/currencies/tokencard/,TKN,https://www.feixiaohao.com/currencies/tokencard/,219161.0,http://tokencard.io/,,2017-05-02,3
293,TokenClub,https://coinmarketcap.com/currencies/tokenclub/,TCT,https://www.feixiaohao.com/currencies/tokenclub/,508884.0,http://www.tokenclub.com/,https://t.me/token_club,2018-01-11,3
294,BlockMason Credit Protocol,https://coinmarketcap.com/currencies/blockmason/,BCPT,https://www.feixiaohao.com/currencies/blockmason/,4950590.0,https://blockmason.io/,,2017-10-18,7
295,DecentBet,https://coinmarketcap.com/currencies/decent-bet/,DBET,https://www.feixiaohao.com/currencies/decent-bet/,229542.0,https://www.decent.bet/,https://decentbet-slack.herokuapp.com/,2017-11-14,3
296,Steem Dollars,https://coinmarketcap.com/currencies/steem-dollars/,SBD,https://www.feixiaohao.com/currencies/steem-dollars/,2168520.0,https://steem.io/,,,5
297,TaaS,https://coinmarketcap.com/currencies/taas/,TAAS,https://www.feixiaohao.com/currencies/taas/,282348.0,https://taas.fund/,,2017-03-27,4
298,Cobinhood,https://coinmarketcap.com/currencies/cobinhood/,COB,https://www.feixiaohao.com/currencies/cobinhood/,16334.2,https://www.cobinhood.com/,"https://t.me/cobinhood , http://line.me/ti/g/F4Z6xniAWB",2017-10-02,3
299,QunQun,https://coinmarketcap.com/currencies/qunqun/,QUN,https://www.feixiaohao.com/currencies/qunqun/,722288.0,https://qunqun.io/,"https://t.me/qunqun_io , https://beechat.io/join?g%3D7a6837bab7f44709a28bdd24a205d810%26lang%3Dzh",2018-01-12,5
300,ColossusXT,https://coinmarketcap.com/currencies/colossusxt/,COLX,https://www.feixiaohao.com/currencies/colossusxt/,225328.0,http://colossusxt.io,"https://t.me/colossuscoin , https://discord.gg/pRbDzPd",,0
301,Aeon,https://coinmarketcap.com/currencies/aeon/,AEON,https://www.feixiaohao.com/currencies/aeon/,199987.0,http://www.aeon.cash/,,,2
302,Universa,https://coinmarketcap.com/currencies/universa/,UTNP,https://www.feixiaohao.com/currencies/universa/,1072900.0,https://www.universa.io/,https://t.me/Uplatform,2018-02-16,2
303,Medicalchain,https://coinmarketcap.com/currencies/medical-chain/,MTN,https://www.feixiaohao.com/currencies/medical-chain/,6797660.0,https://medicalchain.com/en/,https://t.me/medicalchain,2018-02-08,3
304,Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,ETP,https://www.feixiaohao.com/currencies/metaverse/,6931170.0,https://mvs.org/,https://metaverse-project.herokuapp.com/,,10
305,Namecoin,https://coinmarketcap.com/currencies/namecoin/,NMC,https://www.feixiaohao.com/currencies/namecoin/,175791.0,https://www.namecoin.org/,https://telegram.me/namecoin,2011-04-18,8
306,Safe Exchange Coin,https://coinmarketcap.com/currencies/safe-exchange-coin/,SAFEX,https://www.feixiaohao.com/currencies/safe-exchange-coin/,29979.4,http://safex.io/,,,1
307,Proxeus,https://coinmarketcap.com/currencies/proxeus/,XES,https://www.feixiaohao.com/currencies/proxeus/,454889.0,https://proxeus.com/,https://t.me/joinchat/Gj6qYUpY1XHgHGnQa9msvA,2018-04-30,3
308,ECC,https://coinmarketcap.com/currencies/eccoin/,ECC,https://www.feixiaohao.com/currencies/eccoin/,36734.0,https://ecc.network/,,,2
309,SwftCoin,https://coinmarketcap.com/currencies/swftcoin/,SWFTC,https://www.feixiaohao.com/currencies/swftcoin/,20107600.0,http://www.swftcoin.com/,https://t.me/swfcoin,2018-01-05,6
310,DeepOnion,https://coinmarketcap.com/currencies/deeponion/,ONION,https://www.feixiaohao.com/currencies/deeponion/,134646.0,"https://deeponion.org/ , https://deeponion.org/votecentral/",https://t.me/DeepOnionCoin,2017-08-13,4
311,STK,https://coinmarketcap.com/currencies/stk/,STK,https://www.feixiaohao.com/currencies/stk/,1668900.0,https://stktoken.com/,https://t.me/stktoken,2018-02-02,0
312,Trade Token,https://coinmarketcap.com/currencies/trade-token/,TIO,https://www.feixiaohao.com/currencies/trade-token/,2522440.0,https://trade.io/,https://t.me/TradeToken,2018-01-12,0
313,Mobius,https://coinmarketcap.com/currencies/mobius/,MOBI,https://www.feixiaohao.com/currencies/mobius/,219103.0,https://mobius.network/,"https://t.me/mobius_network , https://jq.qq.com/?_wv=1027&k=5qz2sQz",2018-01-19,3
314,Shift,https://coinmarketcap.com/currencies/shift/,SHIFT,https://www.feixiaohao.com/currencies/shift/,367220.0,http://www.shiftnrg.org,"https://shiftnrg.ryver.com/application/login , https://t.me/shiftnrg",,3
315,Legolas Exchange,https://coinmarketcap.com/currencies/legolas-exchange/,LGO,https://www.feixiaohao.com/currencies/legolas-exchange/,131873.0,https://legolas.exchange/,"https://t.me/legolasannouncements , https://discordapp.com/invite/RATv9AV",2018-03-22,1
316,Sentinel,https://coinmarketcap.com/currencies/sentinel/,SENT,https://www.feixiaohao.com/currencies/sentinel/,821342.0,https://sentinelgroup.io/,https://t.me/sentinelsecuritygroup,2018-04-18,3
317,Spectre.ai Dividend Token,https://coinmarketcap.com/currencies/spectre-dividend/,SXDT,https://www.feixiaohao.com/currencies/spectre-dividend/,13052.6,http://www.spectre.ai/,https://t.me/joinchat/FlBl_UORqQZo-FbiPkHikA,2018-01-12,4
318,CoinPoker,https://coinmarketcap.com/currencies/coinpoker/,CHP,https://www.feixiaohao.com/currencies/coinpoker/,4774080.0,https://coinpoker.com/,https://t.me/officialcoinpoker,2018-03-09,5
319,FirstBlood,https://coinmarketcap.com/currencies/firstblood/,1ST,https://www.feixiaohao.com/currencies/firstblood/,5389260.0,https://firstblood.io/,,2016-09-26,7
320,Unikoin Gold,https://coinmarketcap.com/currencies/unikoin-gold/,UKG,https://www.feixiaohao.com/currencies/unikoin-gold/,678041.0,"https://unikrn.com/ , https://unikoingold.com/",https://discord.gg/NXkejuN,2017-11-06,7
321,Bloom,https://coinmarketcap.com/currencies/bloomtoken/,BLT,https://www.feixiaohao.com/currencies/bloomtoken/,318805.0,https://hellobloom.io/,https://t.me/joinchat/FFWDdQ1hxqIg3jLe7zBVFQ,2018-01-05,5
322,Datawallet,https://coinmarketcap.com/currencies/datawallet/,DXT,https://www.feixiaohao.com/currencies/datawallet/,973649.0,https://datawallet.com,https://t.me/datawallet,2018-02-10,4
323,Humaniq,https://coinmarketcap.com/currencies/humaniq/,HMQ,https://www.feixiaohao.com/currencies/humaniq/,326723.0,https://humaniq.com/,"https://t.me/HMQtrader , https://t.me/humaniqglobalchallenge",2017-03-06,5
324,CasinoCoin,https://coinmarketcap.com/currencies/casinocoin/,CSC,https://www.feixiaohao.com/currencies/casinocoin/,9169.45,http://casinocoin.org/,https://discordapp.com/invite/muXdVHb,,2
325,Cofound.it,https://coinmarketcap.com/currencies/cofound-it/,CFI,https://www.feixiaohao.com/currencies/cofound-it/,581061.0,https://cofound.it/,,2017-06-20,8
326,Neurotoken,https://coinmarketcap.com/currencies/neurotoken/,NTK,https://www.feixiaohao.com/currencies/neurotoken/,1025400.0,https://neuromation.io/,,2018-02-20,5
327,Bitcoin Atom,https://coinmarketcap.com/currencies/bitcoin-atom/,BCA,https://www.feixiaohao.com/currencies/bitcoin-atom/,24016.3,https://bitcoinatom.io/,http://t.me/bitcoinatom,2018-01-12,3
328,Elastic,https://coinmarketcap.com/currencies/elastic/,XEL,https://www.feixiaohao.com/currencies/elastic/,57539.6,https://www.elastic.pw/,,2017-06-24,3
329,adToken,https://coinmarketcap.com/currencies/adtoken/,ADT,https://www.feixiaohao.com/currencies/adtoken/,553086.0,https://adtoken.com/,,2017-07-03,2
330,Propy,https://coinmarketcap.com/currencies/propy/,PRO,https://www.feixiaohao.com/currencies/propy/,6110730.0,https://propy.com/,https://t.me/joinchat/AAAAAENZVo1O6X7rusdRWg,2017-09-20,10
331,Hive Project,https://coinmarketcap.com/currencies/hive-project/,HVN,https://www.feixiaohao.com/currencies/hive-project/,545560.0,https://www.hive-project.net/,https://t.me/hiveprojectnet,,0
332,ugChain,https://coinmarketcap.com/currencies/ugchain/,UGC,https://www.feixiaohao.com/currencies/ugchain/,319857.0,http://www.ugchain.com/,"https://t.me/ugChainOfficial , https://t.me/ugChainchat",2018-01-13,3
333,SunContract,https://coinmarketcap.com/currencies/suncontract/,SNC,https://www.feixiaohao.com/currencies/suncontract/,2766230.0,https://suncontract.org/,"https://t.me/suncontract , https://t.me/joinchat/GL05EULsRTS7hxxMfXCTVw",2017-07-07,7
334,ODEM,https://coinmarketcap.com/currencies/odem/,ODE,https://www.feixiaohao.com/currencies/odem/,72874.5,https://odem.io/,https://t.me/odem_io,2018-04-11,2
335,Unobtanium,https://coinmarketcap.com/currencies/unobtanium/,UNO,https://www.feixiaohao.com/currencies/unobtanium/,14609.6,http://unobtanium.uno,https://t.me/unobtaniumuno,,3
336,XTRABYTES,https://coinmarketcap.com/currencies/xtrabytes/,XBY,https://www.feixiaohao.com/currencies/xtrabytes/,19151.0,https://www.xtrabytes.global/,"https://t.me/xtrabytes_official , https://discord.xtrabytes.global/",,3
337,COSS,https://coinmarketcap.com/currencies/coss/,COSS,https://www.feixiaohao.com/currencies/coss/,143561.0,https://coss.io/,https://t.me/myCOSS,2017-09-26,3
338,Hexx,https://coinmarketcap.com/currencies/hexx/,HXX,https://www.feixiaohao.com/currencies/hexx/,485051.0,https://hexxcoin.net/,"https://t.me/hexxcoin_official , https://discord.gg/Nm9Cj5E",,3
339,Zeusshield,https://coinmarketcap.com/currencies/zeusshield/,ZSC,https://www.feixiaohao.com/currencies/zeusshield/,536979.0,https://zsc.io/,,2017-10-14,4
340,Synereo,https://coinmarketcap.com/currencies/synereo/,AMP,https://www.feixiaohao.com/currencies/synereo/,109615.0,"http://www.synereo.com/ , https://wildspark.me/",https://discordapp.com/invite/xrm56DV,2015-12-04,5
341,StakeNet,https://coinmarketcap.com/currencies/stakenet/,XSN,https://www.feixiaohao.com/currencies/stakenet/,195488.0,https://xsncoin.io/,"https://t.me/joinchat/BdGxxw-s3b4_DdBdbChI4g , https://discord.gg/cyF5yCA",2018-04-12,2
342,Stox,https://coinmarketcap.com/currencies/stox/,STX,https://www.feixiaohao.com/currencies/stox/,1983910.0,https://www.stox.com/,https://t.me/joinchat/DByWw0Pnq9BAy4FqPv_Lyg,2017-08-06,10
343,iXledger,https://coinmarketcap.com/currencies/ixledger/,IXT,https://www.feixiaohao.com/currencies/ixledger/,581505.0,https://www.ixledger.com/,https://t.me/iXledger,,5
344,PotCoin,https://coinmarketcap.com/currencies/potcoin/,POT,https://www.feixiaohao.com/currencies/potcoin/,111425.0,http://www.potcoin.com/,https://t.me/potcoin420,2014-01-21,5
345,Bankex,https://coinmarketcap.com/currencies/bankex/,BKX,https://www.feixiaohao.com/currencies/bankex/,1224740.0,https://bankex.com/en/,https://t.me/bankex,2018-01-13,6
346,Everex,https://coinmarketcap.com/currencies/everex/,EVX,https://www.feixiaohao.com/currencies/everex/,992352.0,https://www.everex.io/,,2017-10-11,8
347,Bitcoin Green,https://coinmarketcap.com/currencies/bitcoin-green/,BITG,https://www.feixiaohao.com/currencies/bitcoin-green/,124607.0,https://www.savebitcoin.io/,,2018-03-23,4
348,Bean Cash,https://coinmarketcap.com/currencies/bean-cash/,BITB,https://www.feixiaohao.com/currencies/bean-cash/,634824.0,http://beancash.org/,"https://live.beancash.org/teambean/channels/town-square , http://webchat.freenode.net/?channels=#teambean",,0
349,AI Doctor,https://coinmarketcap.com/currencies/aidoc/,AIDOC,https://www.feixiaohao.com/currencies/aidoc/,3143070.0,http://www.aidoc.me/,"https://t.me/AidocMeEn , https://t.me/AidocMe",2018-01-10,10
350,Decision Token,https://coinmarketcap.com/currencies/decision-token/,HST,https://www.feixiaohao.com/currencies/decision-token/,134249.0,https://horizonstate.com/,https://t.me/horizonstate,2017-11-13,5
351,UpToken,https://coinmarketcap.com/currencies/uptoken/,UP,https://www.feixiaohao.com/currencies/uptoken/,281298.0,https://uptoken.org/,https://t.me/Uptoken,2018-03-22,2
352,SpaceChain,https://coinmarketcap.com/currencies/spacechain/,SPC,https://www.feixiaohao.com/currencies/spacechain/,39066.3,http://spacechain.com/,,2018-01-16,4
353,Zeepin,https://coinmarketcap.com/currencies/zeepin/,ZPT,https://www.feixiaohao.com/currencies/zeepin/,405100.0,https://www.zeepin.io/,"https://t.me/zeepin , https://t.me/ZeepinNews",2018-01-31,3
354,Monetha,https://coinmarketcap.com/currencies/monetha/,MTH,https://www.feixiaohao.com/currencies/monetha/,433675.0,https://www.monetha.io/,https://t.me/Monethagroup,2017-09-07,9
355,Mercury,https://coinmarketcap.com/currencies/mercury/,MER,https://www.feixiaohao.com/currencies/mercury/,945147.0,https://www.darcr.us/,,,4
356,WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,XWC,https://www.feixiaohao.com/currencies/whitecoin/,429386.0,http://whitecoin.info/,https://discordapp.com/invite/GbpdbMt,2014-04-18,8
357,XinFin Network,https://coinmarketcap.com/currencies/xinfin-network/,XDCE,https://www.feixiaohao.com/currencies/xinfin-network/,691373.0,https://www.xinfin.io/,https://t.me/xinfintalk,2018-04-13,5
358,indaHash,https://coinmarketcap.com/currencies/indahash/,IDH,https://www.feixiaohao.com/currencies/indahash/,37012.7,"https://indahash.com/ , https://indahash.com/ico","https://t.me/indaHash_chat , https://t.me/indahash_news",2018-01-25,6
359,Karma,https://coinmarketcap.com/currencies/karma/,KRM,https://www.feixiaohao.com/currencies/karma/,52819.4,https://karma.red/,"https://t.me/karmaprojecten , https://t.me/KRMKorea",2018-01-12,1
360,ProChain,https://coinmarketcap.com/currencies/prochain/,PRA,https://www.feixiaohao.com/currencies/prochain/,16061600.0,https://chain.pro/,"https://t.me/ProChainTech , https://chain.pro/static/img/contact/weixin.jpg",2017-12-14,6
361,Agrello,https://coinmarketcap.com/currencies/agrello-delta/,DLT,https://www.feixiaohao.com/currencies/agrello-delta/,844365.0,"https://www.agrello.org/ , https://www.agrello.io/","https://t.me/agrello , https://discord.gg/czfnP2f",2017-09-10,3
362,Energo,https://coinmarketcap.com/currencies/energo/,TSL,https://www.feixiaohao.com/currencies/energo/,829347.0,http://www.energolabs.com/,"https://t.me/EnergoEnglishCommunity , https://open.kakao.com/o/gP0vVvB",2017-11-22,0
363,MedicCoin,https://coinmarketcap.com/currencies/mediccoin/,MEDIC,https://www.feixiaohao.com/currencies/mediccoin/,23747.0,https://mediccoin.com/,"https://t.me/mediccoins , https://discord.gg/SjudnyK",,4
364,Crown,https://coinmarketcap.com/currencies/crown/,CRW,https://www.feixiaohao.com/currencies/crown/,49701.2,http://crown.tech/,"https://t.me/crownplatform , https://mm.crownlab.eu/login",,6
365,Mothership,https://coinmarketcap.com/currencies/mothership/,MSP,https://www.feixiaohao.com/currencies/mothership/,24475.3,https://mothership.cx/,"https://t.me/mothershipcx , https://discordapp.com/invite/rZGUMtc",2017-07-28,3
366,Flash,https://coinmarketcap.com/currencies/flash/,FLASH,https://www.feixiaohao.com/currencies/flash/,8779.92,https://flashcoin.io/,https://discord.gg/2nFmMqA,2017-06-27,3
367,HempCoin,https://coinmarketcap.com/currencies/hempcoin/,THC,https://www.feixiaohao.com/currencies/hempcoin/,64331.4,http://hempcoin.org/,,,1
368,Alphacat,https://coinmarketcap.com/currencies/alphacat/,ACAT,https://www.feixiaohao.com/currencies/alphacat/,638342.0,https://www.alphacat.io/,https://t.me/alphacatglobal,2018-02-16,2
369,MUSE,https://coinmarketcap.com/currencies/bitshares-music/,MUSE,https://www.feixiaohao.com/currencies/bitshares-music/,10433.8,"https://museblockchain.com/ , http://peertracks.com/",,,0
370,LEOcoin,https://coinmarketcap.com/currencies/leocoin/,LEO,https://www.feixiaohao.com/currencies/leocoin/,1282930.0,"http://www.leocoin.org/ , http://leocoinfoundation.org/",,,4
371,BlackCoin,https://coinmarketcap.com/currencies/blackcoin/,BLK,https://www.feixiaohao.com/currencies/blackcoin/,158867.0,http://www.blackcoin.co/,"https://t.me/blackcoin , https://gitter.im/BlackCoin_Hub",2014-02-24,11
372,Lykke,https://coinmarketcap.com/currencies/lykke/,LKK,https://www.feixiaohao.com/currencies/lykke/,12735.4,https://lykke.com,https://telegram.me/joinchat/AEGiqkF-_dNaHMwQbRSnAg,,1
373,Phore,https://coinmarketcap.com/currencies/phore/,PHR,https://www.feixiaohao.com/currencies/phore/,200920.0,https://phore.io/,"https://discord.gg/Aucncz5 , https://phore-project.herokuapp.com/",2017-11-08,2
374,Fortuna,https://coinmarketcap.com/currencies/fortuna/,FOTA,https://www.feixiaohao.com/currencies/fortuna/,1133520.0,https://www.fota.top/,"https://t.me/joinchat/HLLR30itYzsgzml2cPkzCA , https://t.me/FortunaOfficial",2018-01-27,0
375,I/O Coin,https://coinmarketcap.com/currencies/iocoin/,IOC,https://www.feixiaohao.com/currencies/iocoin/,26515.0,http://iocoin.io/,"https://t.me/joinchat/CqVqS0O3PjCTx9bfp4CwOQ , https://iocoin.slack.com/",,1
376,Qbao,https://coinmarketcap.com/currencies/qbao/,QBT,https://www.feixiaohao.com/currencies/qbao/,2835570.0,https://qbao.fund,"https://t.me/QbaofoundationEn , https://t.me/Qbaofoundation",2017-12-03,6
377,SHIELD,https://coinmarketcap.com/currencies/shield-xsh/,XSH,https://www.feixiaohao.com/currencies/shield-xsh/,48309.2,https://shieldcurrency.com/,https://discord.gg/kgSXKrV,2017-11-04,5
378,DMarket,https://coinmarketcap.com/currencies/dmarket/,DMT,https://www.feixiaohao.com/currencies/dmarket/,245062.0,https://dmarket.com/,https://t.me/joinchat/CV8tCULRq_vJ2Xzu9Iopqg,2018-02-04,4
379,Matchpool,https://coinmarketcap.com/currencies/guppy/,GUP,https://www.feixiaohao.com/currencies/guppy/,1340530.0,https://matchpool.co/,https://t.me/matchpool,2017-04-30,5
380,Peerplays,https://coinmarketcap.com/currencies/peerplays-ppy/,PPY,https://www.feixiaohao.com/currencies/peerplays-ppy/,1513.07,http://www.peerplays.com/,https://t.me/peerplays,,1
381,ShipChain,https://coinmarketcap.com/currencies/shipchain/,SHIP,https://www.feixiaohao.com/currencies/shipchain/,281908.0,https://www.shipchain.io/,https://t.me/shipchain,2018-03-11,4
382,Blocktix,https://coinmarketcap.com/currencies/blocktix/,TIX,https://www.feixiaohao.com/currencies/blocktix/,1212790.0,https://blocktix.io/,https://discordapp.com/invite/4A8JW3K,2017-08-10,5
383,Pepe Cash,https://coinmarketcap.com/currencies/pepe-cash/,PEPECASH,https://www.feixiaohao.com/currencies/pepe-cash/,21417.3,"http://rarepepedirectory.com/ , http://rarepepewallet.com",,,2
384,Restart Energy MWAT,https://coinmarketcap.com/currencies/restart-energy-mwat/,MWAT,https://www.feixiaohao.com/currencies/restart-energy-mwat/,146363.0,https://restartenergy.io,https://t.me/RestartEnergy,2018-02-18,0
385,Boolberry,https://coinmarketcap.com/currencies/boolberry/,BBR,https://www.feixiaohao.com/currencies/boolberry/,26113.9,http://boolberry.com/,"https://t.me/boolberry_bbr , https://t.me/boolberry",,1
386,Sharder,https://coinmarketcap.com/currencies/sharder/,SS,https://www.feixiaohao.com/currencies/sharder/,923054.0,https://sharder.org/,https://t.me/sharder_talk,2018-05-03,5
387,OracleChain,https://coinmarketcap.com/currencies/oraclechain/,OCT,https://www.feixiaohao.com/currencies/oraclechain/,24401.6,http://oraclechain.io/,,2017-07-26,2
388,Omni,https://coinmarketcap.com/currencies/omni/,OMNI,https://www.feixiaohao.com/currencies/omni/,83312.1,http://www.omnilayer.org/,https://t.me/OmniLayer,2013-06-24,2
389,Dimecoin,https://coinmarketcap.com/currencies/dimecoin/,DIME,https://www.feixiaohao.com/currencies/dimecoin/,28242.9,https://www.dimecoinnetwork.com/dime/,"https://t.me/joinchat/IDfbLUjg4fSP0Ap6h2UtiA , https://discord.gg/JqcKF4v",,5
390,AICHAIN,https://coinmarketcap.com/currencies/aichain/,AIT,https://www.feixiaohao.com/currencies/aichain/,1885440.0,http://www.aichain.me/,https://t.me/ait_cn,2018-01-16,0
391,Grid+,https://coinmarketcap.com/currencies/grid/,GRID,https://www.feixiaohao.com/currencies/grid/,578.355,http://gridplus.io/,,2017-11-02,3
392,Hi Mutual Society,https://coinmarketcap.com/currencies/hi-mutual-society/,HMC,https://www.feixiaohao.com/currencies/hi-mutual-society/,1188800.0,http://hms.io/,https://t.me/hmsglobal,2018-01-31,0
393,DIMCOIN,https://coinmarketcap.com/currencies/dimcoin/,DIM,https://www.feixiaohao.com/currencies/dimcoin/,76817.5,"https://www.dimcoin.io/ , https://dim.foundation/","https://t.me/dimcoinICO , https://t.me/dimcoin",2017-12-28,4
394,Mooncoin,https://coinmarketcap.com/currencies/mooncoin/,MOON,https://www.feixiaohao.com/currencies/mooncoin/,17091.8,"https://www.mooncoin.eco/ , http://mooncoin.com/",,,1
395,PRIZM,https://coinmarketcap.com/currencies/prizm/,PZM,https://www.feixiaohao.com/currencies/prizm/,26868.9,http://en.prizm.club/,https://t.me/PRIZMclub,,1
396,Moeda Loyalty Points,https://coinmarketcap.com/currencies/moeda-loyalty-points/,MDA,https://www.feixiaohao.com/currencies/moeda-loyalty-points/,841295.0,https://moeda.in/,https://t.me/moedaproject,2017-09-12,7
397,WeTrust,https://coinmarketcap.com/currencies/trust/,TRST,https://www.feixiaohao.com/currencies/trust/,197643.0,https://www.wetrust.io/,,2017-02-28,4
398,DADI,https://coinmarketcap.com/currencies/dadi/,DADI,https://www.feixiaohao.com/currencies/dadi/,2120660.0,https://dadi.cloud/en,,2018-02-20,8
399,Aurora DAO,https://coinmarketcap.com/currencies/aurora-dao/,AURA,https://www.feixiaohao.com/currencies/aurora-dao/,32895.5,https://auroradao.com,https://t.me/joinchat/FT1IVA8AWHiyUkU3adehxA,2018-01-18,2
400,ATMChain,https://coinmarketcap.com/currencies/attention-token-of-media/,ATM,https://www.feixiaohao.com/currencies/attention-token-of-media/,192711.0,https://www.atmchain.io/,,2017-10-05,5
401,FairCoin,https://coinmarketcap.com/currencies/faircoin/,FAIR,https://www.feixiaohao.com/currencies/faircoin/,7868.12,http://fair-coin.org/,,,1
402,Measurable Data Token,https://coinmarketcap.com/currencies/measurable-data-token/,MDT,https://www.feixiaohao.com/currencies/measurable-data-token/,675023.0,https://www.mdt.co/,https://t.me/measurabledata,,0
403,Selfkey,https://coinmarketcap.com/currencies/selfkey/,KEY,https://www.feixiaohao.com/currencies/selfkey/,200490.0,https://selfkey.org/,https://t.me/selfkeyfoundation,2018-01-15,3
404,Incent,https://coinmarketcap.com/currencies/incent/,INCNT,https://www.feixiaohao.com/currencies/incent/,100650.0,https://www.incentloyalty.com/,,2017-08-02,3
405,GridCoin,https://coinmarketcap.com/currencies/gridcoin/,GRC,https://www.feixiaohao.com/currencies/gridcoin/,54264.5,http://www.gridcoin.us/,"https://t.me/gridcoin , https://discord.gg/Bt4YHxJ",2014-10-16,2
406,carVertical,https://coinmarketcap.com/currencies/carvertical/,CV,https://www.feixiaohao.com/currencies/carvertical/,162143.0,https://www.carvertical.com/,https://t.me/carVerticalio,2018-01-23,3
407,Numeraire,https://coinmarketcap.com/currencies/numeraire/,NMR,https://www.feixiaohao.com/currencies/numeraire/,90249.0,https://numer.ai/,,2017-02-21,3
408,PACcoin,https://coinmarketcap.com/currencies/paccoin/,$PAC,https://www.feixiaohao.com/currencies/paccoin/,66602.8,http://paccoin.net/,https://discord.gg/jYhzkPW,,5
409,EchoLink,https://coinmarketcap.com/currencies/echolink/,EKO,https://www.feixiaohao.com/currencies/echolink/,723555.0,https://echolink.info/,https://t.me/EcholinkOfficial,2018-01-15,4
410,Aphelion,https://coinmarketcap.com/currencies/aphelion/,APH,https://www.feixiaohao.com/currencies/aphelion/,122822.0,https://aphelion.org/,https://t.me/AphelionToken,2018-04-30,1
411,Blackmoon,https://coinmarketcap.com/currencies/blackmoon/,BMC,https://www.feixiaohao.com/currencies/blackmoon/,872834.0,https://www.blackmooncrypto.com/,https://t.me/blackmooncrypto,,0
412,Guaranteed Ethurance Token Extra,https://coinmarketcap.com/currencies/guaranteed-ethurance-token-extra/,GETX,https://www.feixiaohao.com/currencies/guaranteed-ethurance-token-extra/,111352.0,https://inschain.io,https://t.me/inschain_official,2018-03-15,1
413,Blockport,https://coinmarketcap.com/currencies/blockport/,BPT,https://www.feixiaohao.com/currencies/blockport/,94386.6,https://www.blockport.io/,https://t.me/blockport,2018-01-25,3
414,VeriCoin,https://coinmarketcap.com/currencies/vericoin/,VRC,https://www.feixiaohao.com/currencies/vericoin/,111905.0,http://www.vericoin.info/,,2014-05-10,7
415,Pascal Coin,https://coinmarketcap.com/currencies/pascal-coin/,PASC,https://www.feixiaohao.com/currencies/pascal-coin/,43846.9,http://www.pascalcoin.org/,https://t.me/pascalcoin,2017-05-26,2
416,ALQO,https://coinmarketcap.com/currencies/alqo/,ALQO,https://www.feixiaohao.com/currencies/alqo/,77240.6,https://alqo.org/,"https://discord.gg/BJYpbfs , https://t.me/alqochat",2017-11-20,3
417,Databits,https://coinmarketcap.com/currencies/databits/,DTB,https://www.feixiaohao.com/currencies/databits/,188383.0,http://www.augmentorsgame.com/,https://t.me/augmentorsgame,2017-07-28,1
418,Nework,https://coinmarketcap.com/currencies/nework/,NKC,https://www.feixiaohao.com/currencies/nework/,6740880.0,http://nework.pro/,"https://t.me/nework_pro , https://t.me/neworkglobal",2018-01-30,1
419,TrueUSD,https://coinmarketcap.com/currencies/trueusd/,TUSD,https://www.feixiaohao.com/currencies/trueusd/,3896300.0,"https://www.trusttoken.com/ , https://www.trueusd.com/",https://t.me/joinchat/HihkMkTja1gIyBRM1J1_vg,,0
