name,link,rating,start,end,website,telegram,telegram_count,facebook,facebook_count,twitter,twitter_count,symbol,platform,type,raised
saifu,https://icobench.com/ico/saifu/,4,15-Jan-18,30-Apr-18,http://ico.saifu.ai/?utm_source=icobench,https://t.me/saifu_ai,30505,https://www.facebook.com/saifuai/,1611,https://twitter.com/AiSaifu,28837,SFU,Ethereum,ERC20,"$13,593,423 "
sirin-labs,https://icobench.com/ico/sirin-labs/,3.7,12-Dec-17,26-Dec-17,https://sirinlabs.com/?utm_source=icobench,https://t.me/sirinlabs,12334,https://www.facebook.com/SirinLabs/,23991,https://twitter.com/SIRINLABS,16012,SRN,Ethereum,0,0
syncfab,https://icobench.com/ico/syncfab/,4.2,15-Feb-18,15-Mar-18,https://blockchain.syncfab.com/?utm_source=icobench,https://t.me/syncfab,9872,https://www.facebook.com/syncfab/,8388,https://www.twitter.com/syncfab/,8360,MFG,Ethereum,ERC20,"$3,000,00015,537.31780000 ETH "
ternio,https://icobench.com/ico/ternio/,4.4,1-Jun-18,15-Jun-18,https://ternio.io?utm_source=icobench,https://t.me/terniotoken,22390,https://www.facebook.com/terniotoken,6329,https://twitter.com/terniotoken,11532,TERN,Stellar,Stellar,0
tradove,https://icobench.com/ico/tradove/,4.6,1-Feb-18,28-Feb-18,https://bbcoin.tradove.com/?utm_source=icobench,https://t.me/tradoveglobalB2Btokenoffering,11313,https://www.facebook.com/tradove/,46001,https://twitter.com/TraDove_ICO,3888,BBCoin,Ethereum,ERC20,"$52,000,000 "
apis,https://icobench.com/ico/apis/,3.5,4-Mar-18,3-Apr-18,https://apisplatform.io?utm_source=icobench,https://t.me/joinchat/F9TipQwR81S5L7xet5yLIQ,0,0,0,https://twitter.com/apis11official,20589,APIS,Ethereum,ERC20,Unknown
bitboost,https://icobench.com/ico/bitboost/,3.8,10-Oct-17,4-Nov-17,https://www.bitboost.net/?utm_source=icobench,https://t.me/BitBoostint,1047,https://www.facebook.com/Bitboost-1819931498257673/,1526,https://twitter.com/bitboosters,3032,BBT,Ethereum,ERC20,0
bitcar,https://icobench.com/ico/bitcar/,3.8,31-Jan-18,20-Apr-18,https://bitcar.io?utm_source=icobench,https://t.me/bitcar_io,2527,https://www.facebook.com/bitcar.io,5059,https://twitter.com/bitcar_io,5630,BITCAR,Ethereum,ERC20,"$9,230,000 "
bitguild,https://icobench.com/ico/bitguild/,3.8,15-Mar-18,5-Apr-18,https://www.bitguild.io/?utm_source=icobench,https://t.me/joinchat/HtbMeE8YtEEDQExesDQgPg,11105,https://www.facebook.com/bitguildplat/,1581,https://twitter.com/BitGuildPLAT,13817,PLAT,Ethereum,ERC20,"$2,147,182 "
blackmoon,https://icobench.com/ico/blackmoon/,3.3,12-Sep-17,12-Oct-17,https://blackmooncrypto.com/?utm_source=icobench,https://t.me/blackmooncrypto,3457,https://www.facebook.com/blackmoonfg/,7931,https://twitter.com/BlackmoonFG,6485,BMC,Ethereum,ERC,0
boatpilot,https://icobench.com/ico/boatpilot/,4.1,1-Apr-18,30-Apr-18,https://boatpilot.io?utm_source=icobench,https://t.me/boatpilotme,231,https://www.facebook.com/boatpilot.io,1281,https://twitter.com/boatpilot_io,730,NAVY,Ethereum,ERC20,"$5,025,224 "
crypterium,https://icobench.com/ico/crypterium/,3.6,31-Oct-17,14-Jan-18,https://crypterium.io/?utm_source=icobench,https://t.me/crypterium,33125,https://www.facebook.com/crypterium.org/,35000,https://twitter.com/@crypterium,16557,CRPT,Ethereum,ERC20,0
dao-casino,https://icobench.com/ico/dao-casino/,4.1,29-Jun-17,26-Jul-17,https://dao.casino/?utm_source=icobench,0,0,https://www.facebook.com/Dao.casino/,2040,https://twitter.com/daocasino,4891,BET,Ethereum,0,0
dav,https://icobench.com/ico/dav/,3.4,11-Jun-18,25-Jun-18,https://dav.network/?utm_source=icobench,http://t.me/DAVNetwork,54243,https://www.facebook.com/DAVNetworkTeam,4078,https://twitter.com/DavNetwork,4351,DAV,Ethereum,ERC20,"$18,559,653 "
decentraland,https://icobench.com/ico/decentraland/,4,8-Aug-17,8-Aug-17,https://decentraland.org/?utm_source=icobench,0,0,https://www.facebook.com/decentraland/,5950,https://twitter.com/decentraland,36691,MANA,Ethereum,ERC20,0
digipulse,https://icobench.com/ico/digipulse/,4.1,1-Oct-17,31-Oct-17,https://www.digipulse.io/?utm_source=icobench,https://t.me/digipulse_official,24688,https://www.facebook.com/digipulse.io/,2413,https://twitter.com/DigiPulseIO,6344,DGPT,Ethereum,ERC20,0
dogezer,https://icobench.com/ico/dogezer/,3.7,15-Feb-18,8-Mar-18,https://dogezer.com/?utm_source=icobench,https://t.me/dogezer,1520,https://facebook.com/Dogezer-776538732528155,961,https://twitter.com/dogezerCom,1379,DGZ,Ethereum,ERC20,"$896,3187.75000000 BTC1,088.00000000 ETH "
ezpos,https://icobench.com/ico/ezpos/,4.3,1-Jan-18,13-Jan-18,https://ico.ezpos.io/?utm_source=icobench,https://t.me/eztokensupport,5003,https://www.facebook.com/eztoken.io/,74419,https://twitter.com/eztoken,3848,EZT,Ethereum,ERC20,0
fluzfluz,https://icobench.com/ico/fluzfluz/,3.8,18-Jan-18,24-Jan-18,https://ico.fluzfluz.com/?utm_source=icobench,https://t.me/fluzfluzico,1719,https://www.facebook.com/fluzfluzglobal,634,https://twitter.com/FluzFluzGlobal,3678,FLUZ,Ethereum,0,"$20,000,000 "
fortknoxster,https://icobench.com/ico/fortknoxster/,3.6,19-Feb-18,18-Mar-18,https://fortknoxster.com/?utm_source=icobench,https://t.me/FortKnoxster,2649,https://www.facebook.com/FortKnoxster,2422,https://twitter.com/FortKnoxster,2986,FKX,Ethereum,ERC20,"$15,000,000 "
gohelpfund,https://icobench.com/ico/gohelpfund/,2.6,24-Feb-18,24-Apr-18,https://gohelpfund.com?utm_source=icobench,0,0,https://www.facebook.com/gohelpfund/,876,https://twitter.com/GoHelpFund_com,2763,HELP  ,Ethereum,ERC20,"$114,145 "
ins,https://icobench.com/ico/ins/,3.9,4-Dec-17,25-Dec-17,https://ins.world/?utm_source=icobench,https://t.me/ins_ecosystem,17571,https://www.facebook.com/INS-Consumer-Ecosystem-2061949100497524/,24637,https://twitter.com/ins_ecosystem,19962,INS,Ethereum,ERC20,0
kickico,https://icobench.com/ico/kickico/,4.2,29-Aug-17,16-Sep-17,https://www.kickico.com/?utm_source=icobench,0,0,https://www.facebook.com/Kickico-1909910745919239,21904,https://twitter.com/KICKICOplatform,11025,KC,Ethereum,ERC20,0
krosscoin,https://icobench.com/ico/krosscoin/,4.1,14-Mar-18,12-May-18,https://krosscoin.io?utm_source=icobench,https://t.me/krosscoin_KSS,6784,https://www.facebook.com/krosscoin/,28080,https://twitter.com/krosscoin_team,3467,KSS,Ethereum,ERC20,Unknown
likecoin,https://icobench.com/ico/likecoin/,4,7-May-18,21-May-18,https://like.co?utm_source=icobench,https://t.me/likecoin,19426,https://www.facebook.com/groups/likecoin,0,https://twitter.com/likecoin_fdn,2554,LIKE,Ethereum,ERC20,"$5,323,6047,562.26000000 ETH "
micromoney,https://icobench.com/ico/micromoney/,4.1,18-Oct-17,18-Nov-17,https://micromoney.io/?utm_source=icobench,https://t.me/micromoneyico,5086,https://www.facebook.com/micromoneymyanmar/,604717,https://twitter.com/MicromoneyIO,165713,AMM,Ethereum, ERC20,0
napoleon-x,https://icobench.com/ico/napoleon-x/,3.7,22-Jan-18,28-Feb-18,https://www.napoleonx.ai/?utm_source=icobench,https://t.me/napoleonx_ICO,6450,https://www.facebook.com/NapoleonXProject/,7231,https://twitter.com/NapoleonXai,6035,NPX,Ethereum,ERC20,"$12,300,000 "
origintrail,https://icobench.com/ico/origintrail/,3.8,15-Jan-18,17-Jan-18,http://origin-trail.com/token-sale/?utm_source=icobench,https://t.me/origintrail,10077,https://www.facebook.com/origintrail/,2581,https://twitter.com/origin_trail,12261,TRAC,Ethereum,ERC20,0
playkey,https://icobench.com/ico/playkey/,3.7,1-Nov-17,1-Dec-17,https://playkey.io/?utm_source=icobench,https://t.me/Playkey_io,9636,https://www.facebook.com/playkeygames/,7339,https://twitter.com/Playkey_EN,9895,PKT,Ethereum,ERC20,0
publica,https://icobench.com/ico/publica/,4,1-Nov-17,16-Nov-17,https://publica.io/?utm_source=icobench,https://t.me/publicaio,1318,https://www.facebook.com/OfficialPublica/,6535,https://twitter.com/PublicaIO,9268,PBL,Ethereum,ERC20,0
remme,https://icobench.com/ico/remme/,4.3,13-Feb-18,22-Feb-18,https://tokensale.remme.io/?utm_source=icobench,0,0,https://www.facebook.com/remme.io/,5822,https://twitter.com/remme_io,6542,REM,Ethereum,ERC-20,0
rightmesh,https://icobench.com/ico/rightmesh/,3.7,30-May-18,31-May-18,https://www.rightmesh.io/?utm_source=icobench,http://t.me/RightMesh_Official,6742,https://www.facebook.com/TheRightMesh/,771,https://twitter.com/Right_Mesh,27806,RMESH,Ethereum,ERC20,0
robotina,https://icobench.com/ico/robotina/,4.1,21-Mar-18,30-Apr-18,https://www.robotinaico.com?utm_source=icobench,https://t.me/Robotinaico,6118,https://www.facebook.com/robotinaico/,7662,https://twitter.com/robotinaICO,6107,ROX/ROX,Ethereum,ERC20,"$10,000,000 "
seal,https://icobench.com/ico/seal/,4.2,13-May-18,27-May-18,https://seal.network?utm_source=icobench,https://t.me/sealnetwork,15449,https://www.facebook.com/sealnetworks,1714,https://twitter.com/seal_network,2284,SEAL,Ethereum,ERC20,"$8,685,000 "
solve-care,https://icobench.com/ico/solve-care/,4,31-Mar-18,1-May-18,https://solve.care/tokensale/?utm_source=icobench,https://t.me/SolveCare,29208,https://www.facebook.com/SolveCare-264450984069589/,3040,https://twitter.com/Solve_Care,3557,CAN Token,Ethereum,0,"$20,000,000 "
sp8de,https://icobench.com/ico/sp8de/,3.8,8-Jan-18,11-Mar-18,https://sp8de.com/?utm_source=icobench,https://t.me/joinchat/B-YJaQ_ULpPKAzPHFPUa-Q,0,https://www.facebook.com/sp8deofficial/,17469,https://twitter.com/SP8DE_Official,5121,0,0,ERC20,"$6,316,424 "
suchapp,https://icobench.com/ico/suchapp/,4.3,25-May-18,25-Jun-18,http://suchapp.io/?utm_source=icobench,https://t.me/joinchat/FSt85A_iRaxy7sg7_UK-rA,34895,https://www.facebook.com/SuchApp-976657905808203/,115008,https://twitter.com/such_app,16082,SPS,Ethereum,ERC20,"$14,513,770 "
theta-network,https://icobench.com/ico/theta-network/,3,8-Jan-18,8-Feb-18,https://www.thetatoken.org/?utm_source=icobench,0,0,https://www.facebook.com/ThetaToken/,47367,https://twitter.com/thetatoken,49942,THETA,Ethereum,ERC20,0
trustedhealth,https://icobench.com/ico/trustedhealth/,4.1,27-Mar-18,27-Apr-18,https://trustedhealth.io/?utm_source=icobench,https://t.me/TrustedHealth_io,8656,https://www.facebook.com/trustedoctor/,10560,https://twitter.com/_trustedhealth,11061,TDH,Ethereum,ERC20,"$1,250,000 "
utrust,https://icobench.com/ico/utrust/,4.2,2-Nov-17,20-Nov-17,https://utrust.io/?utm_source=icobench,https://t.me/utrustofficial,12895,https://www.facebook.com/utrust.io/,13697,https://twitter.com/UTRUST_Official,28640,UTK,Ethereum,ERC20,0
velix-id,https://icobench.com/ico/velix-id/,4.2,17-Apr-18,15-May-18,https://velix.id?utm_source=icobench,https://t.me/velixID,21478,https://www.facebook.com/VXDID/,10107,https://twitter.com/VelixId,5690,VXD,Ethereum,ERC20,"$2,500,000 "
wetrust,https://icobench.com/ico/wetrust/,4,2-Mar-17,14-Apr-17,https://www.wetrust.io/?utm_source=icobench,0,0,https://www.facebook.com/wetrustplatform,2922,https://twitter.com/wetrustplatform,18667,TRST,Ethereum,0,0
xtrd,https://icobench.com/ico/xtrd/,4,20-Feb-18,31-Mar-18,https://xtrd.io?utm_source=icobench,https://t.me/xtradecommunity,6288,https://www.facebook.com/xtradeio/,4899,https://twitter.com/xtradeio,11354,XTRD,Ethereum,ERC20,"$26,000,000 "
aeron,https://icobench.com/ico/aeron/,3.9,19-Sep-17,30-Oct-17,https://aeron.aero/?utm_source=icobench&utm_medium=listings&utm_campaign=Targead_special,https://t.me/aeronaero,19185,https://www.facebook.com/aeronpublic,3964,https://twitter.com/aeron_aero,30044,ARN,Ethereum,ERC20,0
agent-not-needed,https://icobench.com/ico/agent-not-needed/,3.9,1-Mar-18,31-Mar-18,https://tokensale.agentnotneeded.com?utm_source=icobench,https://t.me/agentnotneededofficial,18872,https://www.facebook.com/agentnotneeded/,8850,https://twitter.com/agentnotneeded,9722,ANN,Ethereum,ERC20,"$703,000 "
aitheon,https://icobench.com/ico/aitheon/,3.7,20-Apr-18,5-Jun-18,https://aitheon.com?utm_source=icobench,https://t.me/aitheon,13557,https://www.facebook.com/aitheon/,3642,https://twitter.com/aitheonofficial,9453,AIC,Ethereum,ERC20,"$25,352,867 "
biotron-io,https://icobench.com/ico/biotron-io/,3.9,27-Mar-18,5-Apr-18,https://biotron.io/?utm_source=icobench,https://t.me/biotronfoundation,2560,https://www.facebook.com/biotron.io/,6047,https://twitter.com/BiotronI,6648,BTN,Ethereum,ERC20,"$4,029,150 "
bit-game,https://icobench.com/ico/bit-game/,4.2,8-May-18,8-Jun-18,https://bit.game?utm_source=icobench,https://t.me/BIT_GAME_PROJECT,64921,https://www.facebook.com/BitGameExchange/,103,https://twitter.com/BitGameEN,848,BGX,Ethereum,ERC20,"$6,652,363 "
blockbid,https://icobench.com/ico/blockbid/,3.9,22-Oct-17,20-Nov-17,https://blockbid.com.au/?utm_source=icobench,https://t.me/joinchat/C5go9A9sMT8ss14UOkPIHA,3184,https://www.facebook.com/blockbid/,6010,https://twitter.com/blockbid_io,2795,BID,Ethereum,0,"$1,200,0003,518.00000000 ETH "
blockex,https://icobench.com/ico/blockex/,4.1,9-Feb-18,2-Mar-18,https://daxt.io/?utm_source=icobench,https://t.me/BlockExICO,0,https://www.facebook.com/BlockExDAxP/,614,https://twitter.com/BlockEx,2125,DAXT,Ethereum,ERC20,0
blockmason,https://icobench.com/ico/blockmason/,3.5,8-Oct-17,8-Nov-17,https://blockmason.io/?utm_source=icobench,https://blockmason.io/telegram,0,https://www.facebook.com/blockmasonio/,3356,https://twitter.com/blockmasonio,9603,BCPT,Ethereum,0,0
blockmesh,https://icobench.com/ico/blockmesh/,3.8,28-Feb-18,31-Mar-18,https://blockmesh.io/?utm_source=icobench,https://t.me/joinchat/Ep1AWRGoq-J1slfgmvQ32g,4969,https://www.facebook.com/BlockMesh-1489036171182713/,2465,https://twitter.com/blockmesh_io,14089,MESH,Ethereum,ERC20,"$3,486,451 "
blok,https://icobench.com/ico/blok/,4.1,10-Apr-18,10-May-18,http://blok.network?utm_source=icobench,https://t.me/blokcommunity,27616,https://www.facebook.com/blokcommunity,3074,https://twitter.com/bloknetwork,29014,BLO,Ethereum,ERC223,"$550,000 "
boosteroid,https://icobench.com/ico/boosteroid/,3.5,15-Jan-18,15-Feb-18,https://boosteroid.com/?utm_source=icobench,https://t.me/bountyboosteroid,0,https://www.facebook.com/boosteroid.info/,59151,https://twitter.com/infoboosteroid,4466,BTR,Ethereum,ERC20,"$6,800,000 "
chainium,https://icobench.com/ico/chainium/,4.3,25-Dec-17,12-Jan-18,https://www.chainium.io/?utm_source=icobench,https://telegram.me/chainium,6723,https://www.facebook.com/chainium.io/,33344,https://twitter.com/ChainiumIO,12007,CHX,Ethereum,ERC20,0
cindicator,https://icobench.com/ico/cindicator/,3.9,12-Sep-17,12-Oct-17,https://cindicator.com/?utm_source=icobench,https://t.me/joinchat/Auw2EkPZyOrijWvpwVUoQA,7914,https://www.facebook.com/crowdindicator,5930,https://twitter.com/crowd_indicator,39464,CND,Ethereum,ERC20,0
cloudmoolah,https://icobench.com/ico/cloudmoolah/,3.7,30-Mar-18,30-Apr-18,https://www.cloudmoolah.io?utm_source=icobench,https://t.me/cloudmoolah,19342,https://www.facebook.com/cloudmoolah/,1688,https://twitter.com/cloud_moolah,1314,MOO,Ethereum,ERC20,"$15,000,000 "
coinlion,https://icobench.com/ico/coinlion/,3.4,18-Dec-17,25-Feb-18,https://coinlion.com/?utm_source=icobench,https://t.me/CoinLionPlatform,590,https://www.facebook.com/CoinLion.official/,26650,https://twitter.com/coin_lion,9690,LION,Ethereum,ERC20,0
coinmetro,https://icobench.com/ico/coinmetro/,3.3,21-Feb-18,31-Mar-18,https://coinmetro.com/?utm_source=icobench,https://t.me/CoinMetro,21168,https://www.facebook.com/CoinMetro/,3821,https://twitter.com/CoinMetro,5050,XCM,Ethereum,ERC20,"$14,815,330 "
coinplace,https://icobench.com/ico/coinplace/,3.3,20-Mar-18,20-May-18,https://coinplace.info/?lang=en&utm_source=icobench,https://t.me/icocoinplace,2795,https://www.facebook.com/CoinPlace-World-346204685857285/,5721,https://twitter.com/CoinPlacePro,6472,CPL,Ethereum,ERC20,"$137,856 "
coinpoker,https://icobench.com/ico/coinpoker/,3.3,19-Jan-18,26-Jan-18,https://coinpoker.com/?utm_source=icobench,https://t.me/officialcoinpoker,4924,https://www.facebook.com/CoinPokerOfficial/,31076,https://twitter.com/CoinPoker_OFF,5291,CHP,Ethereum,ERC20,0
daneel,https://icobench.com/ico/daneel/,3.7,29-Jan-18,5-Mar-18,https://daneel.io/?utm_source=icobench,http://t.me/projectdaneel,3153,http://www.facebook.com/daneelproject,3388,http://www.twitter.com/daneelproject,5821,DAN,Ethereum,ERC20,0
datarius,https://icobench.com/ico/datarius/,3.8,5-Mar-18,5-Apr-18,https://datarius.io/?utm_source=icobench,https://t.me/datarius,4043,https://www.facebook.com/datariuscryptobank/,10197,https://twitter.com/Datariuscrypto,3581,DTRC,Ethereum,ERC20,"$1,611,752 "
edgecoin,https://icobench.com/ico/edgecoin/,3.2,6-Jan-18,6-Apr-18,https://www.edgecoin.io/?utm_source=icobench,https://t.me/joinchat/Gm6kzxCn1qY4q0avxw7Bzg,1196,https://www.facebook.com/edgecoin0x/,2997,https://twitter.com/Edgecoin0x,1116,EST,Ethereum,ERC20,"$397,916 "
ethersportz,https://icobench.com/ico/ethersportz/,3.9,9-Jan-18,10-Jan-18,https://ethersportz.com?utm_source=icobench,https://t.me/ESZCoin,1705,http://facebook.com/ESZPlay,6183,http://twitter.com/ESZPlay,17790,ESZ,Ethereum,ERC20,"$3,500,0002,850.00000000 ETH "
fidentiax,https://icobench.com/ico/fidentiax/,3.7,6-Nov-17,5-Dec-17,https://www.fidentiax.com/?utm_source=icobench,https://t.me/fidentiaX,2410,https://www.facebook.com/fidentiaX/,2015,https://twitter.com/fidentiaX,3913,fdX,Ethereum,0,"$1,551,667 "
fox-trading,https://icobench.com/ico/fox-trading/,4,23-May-18,8-Jun-18,https://foxtrading.io/?utm_source=icobench,https://t.me/FoxTradingICO,11157,https://www.facebook.com/foxtradingsignals,3413,https://twitter.com/foxtradingfx,14422,FOXT,Ethereum,ERC20,"$300,000 "
fundfantasy,https://icobench.com/ico/fundfantasy/,3.6,25-Feb-18,25-Mar-18,http://www.fundfantasy.io/?utm_source=icobench,https://t.me/fundfantasy,2259,https://www.facebook.com/FundFantasy/,2432,https://twitter.com/fund_fantasy,871,FUNDZ,Ethereum,ERC20,"$5,500,000 "
graft,https://icobench.com/ico/graft/,3.5,18-Jan-18,18-Feb-18,https://www.graft.network/?utm_source=icobench,https://t.me/joinchat/EneBw0RALAOjkSL2mdt2Gw,5542,https://www.facebook.com/graftnetwork/,0,https://twitter.com/graftnetwork,2700,GRFT,Separate blockchain,0,"$3,000,000 "
hacken,https://icobench.com/ico/hacken/,3.9,31-Oct-17,30-Nov-17,https://hacken.io/?utm_source=icobench,https://t.me/hackenio,1970,https://www.facebook.com/hacken.io,5411,https://twitter.com/Hacken_io,9854,HKN,Ethereum,ERC20,0
havven,https://icobench.com/ico/havven/,3.5,28-Feb-18,7-Mar-18,https://havven.io/?utm_source=icobench,https://t.me/joinchat/F8sPKBGLmGqNJT41tZFlNw,0,https://www.facebook.com/havven.io/,2416,https://twitter.com/havven_io,11206,0,Ethereum,ERC20,"$30,000,000 "
hero,https://icobench.com/ico/hero/,4,14-Sep-17,14-Oct-17,https://www.herocoin.io/?utm_source=icobench,https://t.me/joinchat/FsEwOwtrCZMWwHokEj70Gw,2258,https://www.facebook.com/herosphere.gg/,71503,https://twitter.com/HEROcoinio,4385,play,Ethereum,ERC20,0
hoqu,https://icobench.com/ico/hoqu/,3.9,27-Nov-17,26-Feb-18,https://www.hoqu.io/?utm_source=icobench,https://t.me/HOQUIO,14504,https://www.facebook.com/HOQUio,8863,https://twitter.com/HOQU_IO,6212,HQX,Ethereum,0,0
hut34-project,https://icobench.com/ico/hut34-project/,3.7,2-Nov-17,7-Dec-17,https://hut34.io/?utm_source=icobench,https://t.me/joinchat/FfSBbxBbWS8SGjMQ4O3wBQ,1032,https://www.facebook.com/hut34project/,928,https://twitter.com/hut34project,2058,ENT,Ethereum,ERC20,0
hybridblock,https://icobench.com/ico/hybridblock/,4.6,23-May-18,6-Jun-18,https://hybridblock.io?utm_source=icobench,https://t.me/HybridBlockHQ,30226,https://www.facebook.com/HybridBlockHQ/,3616,https://twitter.com/HybridBlockHQ,4257,HYB,Ethereum,ERC20,0
icon,https://icobench.com/ico/icon/,3.9,22-Sep-17,22-Sep-17,https://icon.foundation/en/?utm_source=icobench,https://t.me/joinchat/Fqw4igkkVmYtj--ZVi-QcA,21406,https://www.facebook.com/helloicon,7411,https://twitter.com/helloiconworld,107159,ICX,Ethereum,0,0
ip-sharing-exchange,https://icobench.com/ico/ip-sharing-exchange/,4,28-Feb-18,5-Mar-18,https://ip.sx/?utm_source=icobench,https://t.me/IPExchange,6276,https://www.facebook.com/IP-Exchange-1683640978342084/,1554,https://twitter.com/ipexchange1,2822,IPSX,Ethereum,ERC20,"$8,015,7209,500.00000000 ETH "
ipstock,https://icobench.com/ico/ipstock/,3.8,1-Mar-18,30-Apr-18,https://ico.ipstock.com/?utm_source=icobench,https://t.me/joinchat/BlmKBw-hkGN-Amj_GTprNg,2823,https://www.facebook.com/ICO.IPStock,543,https://twitter.com/IPStock_ICO,1468,IPS,Ethereum,ERC20,"$6,121,080 "
iqeon,https://icobench.com/ico/iqeon/,3.9,30-Jan-18,13-Mar-18,https://iqeon.io/?utm_source=icobench,https://t.me/IQeonICO,4400,https://facebook.com/IQeon-1300996646678795,28149,https://twitter.com/IQeon,2358,IQN,Ethereum,ERC20,"$1,564,3078.42000000 BTC1,054.40000000 ETH110.93000000 LTC "
iungo,https://icobench.com/ico/iungo/,3.4,7-Dec-17,31-Jan-18,https://iungo.network/?utm_source=icobench,https://t.me/IUNGO,10441,https://www.facebook.com/IUNGOnetwork/,18287,https://twitter.com/iungonetwork,5014,ING,Ethereum,0,0
jibrel-network,https://icobench.com/ico/jibrel-network/,4.4,27-Nov-17,1-Jan-18,https://jibrel.network/?utm_source=icobench,https://t.me/jibrelnetwork,2145,https://www.facebook.com/jibrelnetwork,5554,https://twitter.com/JibrelNetwork,6557,JNT,Ethereum,ERC20,0
karatgold-coin,https://icobench.com/ico/karatgold-coin/,3.9,15-Feb-18,15-Apr-18,https://karatgold.io?utm_source=icobench,https://t.me/joinchat/HwdcMEWPPAX1NNBwtEC56Q,86746,https://www.facebook.com/karatbarsinternationalofficial/,14343,https://twitter.com/karatbarsgmbh,1246,KBC,Ethereum,ERC20,0
kryll-io,https://icobench.com/ico/kryll-io/,3.4,7-Feb-18,20-Apr-18,https://kryll.io/?utm_source=icobench,https://t.me/kryll_io,7682,https://www.facebook.com/kryll.io/,3693,https://twitter.com/kryll_io,6215,KRL,Ethereum,ERC20,"$2,200,000 "
luckbox,https://icobench.com/ico/luckbox/,4.1,4-Apr-18,11-Apr-18,https://luckbox.com/?utm_source=icobench,https://t.me/joinchat/FDjS9EJHnwhynuK16GK8HQ,18338,https://www.facebook.com/LuckboxGG/,17700,https://twitter.com/luckboxgg,5,LCK,Ethereum,ERC20,Unknown
medicalchain,https://icobench.com/ico/medicalchain/,4.4,1-Feb-18,1-Feb-18,https://medicalchain.com/en/?utm_source=icobench,https://t.me/Medicalchain,26353,https://www.facebook.com/medicalchain/,1463,https://twitter.com/medical_chain,15864,MedToken,Ethereum,ERC20,"$24,000,000 "
nebulas,https://icobench.com/ico/nebulas/,4.3,8-Dec-17,16-Dec-17,https://nebulas.io/?utm_source=icobench,https://t.me/nebulasio,12432,https://www.facebook.com/nebulasproject/,1992,https://twitter.com/nebulasio,23344,NAS,Ethereum,ERC20,0
neuromation,https://icobench.com/ico/neuromation/,3.7,7-Jan-18,15-Feb-18,http://www.neuromation.io/?utm_source=icobench,https://t.me/Neuromation,20757,https://www.facebook.com/neuromation/,5343,https://twitter.com/neuromation_io,6844,Neuromation,Ethereum,0,"$71,600,000 "
oduwa,https://icobench.com/ico/oduwa/,3.9,5-Apr-18,5-May-18,https://oduwacoin.io?utm_source=icobench,https://t.me/Oduwacoin,,https://www.facebook.com/Oduwacoin,2416,https://twitter.com/Oduwacoin,434,OWC,Ethereum,ERC20,Unknown
peculium,https://icobench.com/ico/peculium/,3.5,21-Dec-17,24-Jan-18,https://www.peculium.io/?utm_source=icobench,https://t.me/ico_peculium,10486,https://www.facebook.com/PeculiumICO/,2433,https://twitter.com/_Peculium,16580,PCL,Ethereum,ERC20,0
play2live,https://icobench.com/ico/play2live/,4.3,21-Feb-18,14-Mar-18,https://play2live.io/en/?utm_source=icobench,https://t.me/play2live,33884,https://www.facebook.com/Play2Live-504880049864038/,11110,https://twitter.com/play_2_live,7714,LUC,Ethereum,ERC20,0
qash-by-quoine,https://icobench.com/ico/qash-by-quoine/,4.1,6-Nov-17,8-Nov-17,https://liquid.plus/?utm_source=icobench,https://t.me/QUOINE,18105,https://www.facebook.com/QUOINE.SG/,38313,https://twitter.com/quoine_SG,21419,QASH,Ethereum,ERC20,0
repux,https://icobench.com/ico/repux/,3.6,6-Mar-18,5-Apr-18,https://repux.io/?utm_source=icobench,https://t.me/repuxicoEN,8219,https://www.facebook.com/Repux-415260768888793/,4939,https://twitter.com/repu_x,3037,RepuX,Ethereum,ERC20,"$4,700,000 "
root-blockchain,https://icobench.com/ico/root-blockchain/,4.2,1-Mar-18,31-May-18,https://rootblockchain.io?utm_source=icobench,https://t.me/root_blockchain,12668,https://www.facebook.com/rootbchain,20024,https://twitter.com/RootBlockchain,23931,RBC,Ethereum,ERC20,"$1,000,000 "
scorum,https://icobench.com/ico/scorum/,4,14-Jan-18,11-Feb-18,https://scorumcoins.com/en-us/?utm_source=icobench,https://telegram.me/SCORUM,3703,https://www.facebook.com/SCORUM.COMMUNITY/,61482,https://twitter.com/scorum_en,8685,SCR,Separate blockchain,0,"$5,630,000 "
shping,https://icobench.com/ico/shping/,4.2,22-Feb-18,23-Mar-18,https://tokensale.shping.com/?utm_source=icobench,https://t.me/ShpingCommunity,18551,https://www.facebook.com/ShpingApp,33810,https://twitter.com/ShpingApp,7937,SHPING,Ethereum,ERC20,"$6,631,311 "
simply-vital-health,https://icobench.com/ico/simply-vital-health/,3.7,22-Feb-18,20-Mar-18,https://tokensale.simplyvitalhealth.com/?utm_source=icobench,https://t.me/HealthNexus,19817,https://www.facebook.com/SimplyVitalHealth/,5605,https://twitter.com/SimplyVitalHQ,12056,HLTH,Ethereum,0,Unknown
snovio,https://icobench.com/ico/snovio/,3.8,30-Oct-17,30-Nov-17,https://tokensale.snov.io/?utm_source=icobench,https://t.me/snovio_ico,18568,https://www.facebook.com/Snovio-ICO-147118702534568/,47202,https://twitter.com/snovio_ico,10731,SNOV,Ethereum,ERC20,"$2,100,000 "
soma,https://icobench.com/ico/soma/,3.8,27-Sep-17,14-Nov-17,http://soma.co/?utm_source=icobench,0,0,https://www.facebook.com/socialmarketapp/,2998,https://twitter.com/SomaToken,5457,SCT,Ethereum,ERC20,0
